FewsId;par_oms;par_oms_nl;TaxonType;wns_code;wns_oms;wns_oms_ecolims;eenheid;eenheid_oms
AANTPVLME[n/ml];Entomoneis;;DIATM;HDSR104;DIATM_ENTO[n/ml][NVT][OW];Entomoneis[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[n];Encyonopsis krammeri;;DIATM;HDSR105;DIATM_ENYOKRAM[n][NVT][OW];Encyonopsis krammeri[n][NVT][OW];n;exemplaren
AANTL[n];Anodonta;;MACEV;HDSR1031;MACEV_ANOD[n][NVT][OW];Anodonta[n][NVT][OW];n;exemplaren
AANTL[n];Anodonta anatina;;MACEV;HDSR1033;MACEV_ANODANAT[n][LS-JU][OW];Anodonta anatina[n][LS-JU][OW];n;exemplaren
AANTL[n];Anodonta cygnea;Zwanenmossel;MACEV;HDSR1037;MACEV_ANODCYGN[n][NVT][OW];Anodonta cygnea[n][NVT][OW];n;exemplaren
AANTL[n];Anopheles;;MACEV;HDSR1038;MACEV_ANOP[n][LS-JU][OW];Anopheles[n][LS-JU][OW];n;exemplaren
AANTL[n];Anopheles;;MACEV;HDSR1041;MACEV_ANOP[n][NVT][OW];Anopheles[n][NVT][OW];n;exemplaren
AANTL[n];Anopheles maculipennis;;MACEV;HDSR1042;MACEV_ANOPMACU[n][LS-LA][OW];Anopheles maculipennis[n][LS-LA][OW];n;exemplaren
AANTL[n];Anisoptera;;MACEV;HDSR1045;MACEV_ANSO[n][LS-JU][OW];Anisoptera[n][LS-JU][OW];n;exemplaren
AANTL[n];Anisus leucostoma;;MACEV;HDSR1047;MACEV_ANSULEUC[n][LS-AD][OW];Anisus leucostoma[n][LS-AD][OW];n;exemplaren
AANTL[n];Anisus vorticulus;Platte schijfhoren;MACEV;HDSR1051;MACEV_ANSUVOTI[n][LS-AD][OW];Anisus vorticulus[n][LS-AD][OW];n;exemplaren
AANTL[n];Anisus vorticulus;Platte schijfhoren;MACEV;HDSR1053;MACEV_ANSUVOTI[n][NVT][OW];Anisus vorticulus[n][NVT][OW];n;exemplaren
AANTL[n];Aquarius paludum;;MACEV;HDSR1054;MACEV_AQUAPALD[n][LS-AD][OW];Aquarius paludum[n][LS-AD][OW];n;exemplaren
AANTL[n];Arachnida;;MACEV;HDSR1057;MACEV_ARAC[n][LS-NY][OW];Arachnida[n][LS-NY][OW];n;exemplaren
AANTL[n];Argulus foliaceus;;MACEV;HDSR1058;MACEV_ARGUFOLI[n][LS-AD][OW];Argulus foliaceus[n][LS-AD][OW];n;exemplaren
AANTL[n];Argulus foliaceus;;MACEV;HDSR1059;MACEV_ARGUFOLI[n][NVT][OW];Argulus foliaceus[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus;;MACEV;HDSR1061;MACEV_ARNU[n][GE-V][OW];Arrenurus[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus;;MACEV;HDSR1063;MACEV_ARNU[n][LS-NY][OW];Arrenurus[n][LS-NY][OW];n;exemplaren
AANTL[n];Arrenurus albator;;MACEV;HDSR1065;MACEV_ARNUALBA[n][GE-M][OW];Arrenurus albator[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus albator;;MACEV;HDSR1068;MACEV_ARNUALBA[n][NVT][OW];Arrenurus albator[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus batillifer;;MACEV;HDSR1069;MACEV_ARNUBATI[n][GE-M][OW];Arrenurus batillifer[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus batillifer;;MACEV;HDSR1071;MACEV_ARNUBATI[n][LS-AD][OW];Arrenurus batillifer[n][LS-AD][OW];n;exemplaren
AANTL[n];Arrenurus bicuspidator;;MACEV;HDSR1073;MACEV_ARNUBICU[n][GE-M][OW];Arrenurus bicuspidator[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus bicuspidator;;MACEV;HDSR1076;MACEV_ARNUBICU[n][NVT][OW];Arrenurus bicuspidator[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus bifidicodulus;;MACEV;HDSR1077;MACEV_ARNUBIFI[n][GE-M][OW];Arrenurus bifidicodulus[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus biscissus;;MACEV;HDSR1082;MACEV_ARNUBISC[n][NVT][OW];Arrenurus biscissus[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus bruzelii;;MACEV;HDSR1083;MACEV_ARNUBRUZ[n][GE-M][OW];Arrenurus bruzelii[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus bruzelii;;MACEV;HDSR1086;MACEV_ARNUBRUZ[n][NVT][OW];Arrenurus bruzelii[n][NVT][OW];n;exemplaren
AANTL[n];Epithemia adnata;;DIATM;HDSR109;DIATM_EPITADNA[n][NVT][OW];Epithemia adnata[n][NVT][OW];n;exemplaren
AANTL[n];Epithemia sorex;;DIATM;HDSR110;DIATM_EPITSORE[n][NVT][OW];Epithemia sorex[n][NVT][OW];n;exemplaren
AANTL[n];Epithemia turgida var. granulata;;DIATM;HDSR111;DIATM_EPITTUGR[n][NVT][OW];Epithemia turgida var. granulata[n][NVT][OW];n;exemplaren
AANTPVLME[n/ml];Eunotia;;DIATM;HDSR113;DIATM_EUTI[n/ml][NVT][OW];Eunotia[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[n];Eunotia arcus;;DIATM;HDSR114;DIATM_EUTIARCS[n][NVT][OW];Eunotia arcus[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia arculus;;DIATM;HDSR115;DIATM_EUTIARLU[n][NVT][OW];Eunotia arculus[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia bilunaris;;DIATM;HDSR117;DIATM_EUTIBILU[n][NVT][OW];Eunotia bilunaris[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia denticulata;;DIATM;HDSR118;DIATM_EUTIDENT[n][NVT][OW];Eunotia denticulata[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus claviger;;MACEV;HDSR1091;MACEV_ARNUCLAV[n][GE-M][OW];Arrenurus claviger[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus crassicaudatus;;MACEV;HDSR1095;MACEV_ARNUCRAS[n][LS-AD][OW];Arrenurus crassicaudatus[n][LS-AD][OW];n;exemplaren
AANTL[n];Arrenurus cuspidator;;MACEV;HDSR1097;MACEV_ARNUCUDA[n][GE-M][OW];Arrenurus cuspidator[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus cuspidator;;MACEV;HDSR1100;MACEV_ARNUCUDA[n][NVT][OW];Arrenurus cuspidator[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus cuspidifer;;MACEV;HDSR1103;MACEV_ARNUCUDI[n][NVT][OW];Arrenurus cuspidifer[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus fimbriatus;;MACEV;HDSR1104;MACEV_ARNUFIMB[n][GE-M][OW];Arrenurus fimbriatus[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus furcillatus;;MACEV;HDSR1108;MACEV_ARNUFURC[n][GE-M][OW];Arrenurus furcillatus[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus globator;;MACEV;HDSR1110;MACEV_ARNUGLOB[n][GE-M][OW];Arrenurus globator[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus globator;;MACEV;HDSR1113;MACEV_ARNUGLOB[n][NVT][OW];Arrenurus globator[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus inexploratus;;MACEV;HDSR1114;MACEV_ARNUINEX[n][GE-M][OW];Arrenurus inexploratus[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus integrator;;MACEV;HDSR1117;MACEV_ARNUINTE[n][NVT][OW];Arrenurus integrator[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus knauthei;;MACEV;HDSR1118;MACEV_ARNUKNAU[n][GE-M][OW];Arrenurus knauthei[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus latus;;MACEV;HDSR1124;MACEV_ARNULATU[n][NVT][OW];Arrenurus latus[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus leuckarti;;MACEV;HDSR1125;MACEV_ARNULEUC[n][GE-M][OW];Arrenurus leuckarti[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus leuckarti;;MACEV;HDSR1126;MACEV_ARNULEUC[n][GE-V][OW];Arrenurus leuckarti[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus novus;;MACEV;HDSR1128;MACEV_ARNUNOVU[n][GE-M][OW];Arrenurus novus[n][GE-M][OW];n;exemplaren
AANTL[n];Arrenurus perforatus;;MACEV;HDSR1131;MACEV_ARNUPERF[n][GE-V][OW];Arrenurus perforatus[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus perforatus;;MACEV;HDSR1133;MACEV_ARNUPERF[n][NVT][OW];Arrenurus perforatus[n][NVT][OW];n;exemplaren
AANTL[n];Arrenurus securiformis;;MACEV;HDSR1136;MACEV_ARNUSECU[n][LS-AD][OW];Arrenurus securiformis[n][LS-AD][OW];n;exemplaren
AANTL[n];Arrenurus sinuator;;MACEV;HDSR1139;MACEV_ARNUSINU[n][GE-V][OW];Arrenurus sinuator[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus sinuator;;MACEV;HDSR1141;MACEV_ARNUSINU[n][LS-NY][OW];Arrenurus sinuator[n][LS-NY][OW];n;exemplaren
AANTL[n];Arrenurus stecki;;MACEV;HDSR1143;MACEV_ARNUSTEC[n][GE-V][OW];Arrenurus stecki[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus tricuspidator;;MACEV;HDSR1145;MACEV_ARNUTRIC[n][GE-V][OW];Arrenurus tricuspidator[n][GE-V][OW];n;exemplaren
AANTL[n];Arrenurus tricuspidator;;MACEV;HDSR1146;MACEV_ARNUTRIC[n][LS-AD][OW];Arrenurus tricuspidator[n][LS-AD][OW];n;exemplaren
AANTL[n];Argyroneta aquatica;;MACEV;HDSR1150;MACEV_ARROAQUA[n][LS-AD][OW];Argyroneta aquatica[n][LS-AD][OW];n;exemplaren
AANTL[n];Astacidae;;MACEV;HDSR1153;MACEV_ASAC[n][LS-AD][OW];Astacidae[n][LS-AD][OW];n;exemplaren
AANTL[n];Asellidae;;MACEV;HDSR1155;MACEV_ASLI[n][LS-AD][OW];Asellidae[n][LS-AD][OW];n;exemplaren
AANTL[n];Asellidae;;MACEV;HDSR1157;MACEV_ASLI[n][NVT][OW];Asellidae[n][NVT][OW];n;exemplaren
AANTL[n];Asellus aquaticus;;MACEV;HDSR1159;MACEV_ASLLAQUA[n][LS-AD][OW];Asellus aquaticus[n][LS-AD][OW];n;exemplaren
AANTL[n];Asellus aquaticus;;MACEV;HDSR1160;MACEV_ASLLAQUA[n][NVT][OW];Asellus aquaticus[n][NVT][OW];n;exemplaren
AANTL[n];Atrichopogon;;MACEV;HDSR1164;MACEV_ATPO[n][LS-PO][OW];Atrichopogon[n][LS-PO][OW];n;exemplaren
AANTL[n];Atractides;;MACEV;HDSR1166;MACEV_ATRA[n][GE-V][OW];Atractides[n][GE-V][OW];n;exemplaren
AANTL[n];Atyaephyra desmaresti;;MACEV;HDSR1171;MACEV_ATYADESM[n][LS-AD][OW];Atyaephyra desmaresti[n][LS-AD][OW];n;exemplaren
AANTL[n];Aulodrilus;;MACEV;HDSR1173;MACEV_AUDR[n][NVT][OW];Aulodrilus[n][NVT][OW];n;exemplaren
AANTL[n];Aulodrilus pluriseta;;MACEV;HDSR1183;MACEV_AUDRPLUR[n][LS-JU][OW];Aulodrilus pluriseta[n][LS-JU][OW];n;exemplaren
AANTL[n];Aulodrilus pluriseta;;MACEV;HDSR1184;MACEV_AUDRPLUR[n][NVT][OW];Aulodrilus pluriseta[n][NVT][OW];n;exemplaren
AANTL[n];Baetidae;;MACEV;HDSR1187;MACEV_BAET[n][LS-EX][OW];Baetidae[n][LS-EX][OW];n;exemplaren
AANTL[n];Baetidae;;MACEV;HDSR1188;MACEV_BAET[n][LS-JU][OW];Baetidae[n][LS-JU][OW];n;exemplaren
AANTL[n];Baetidae;;MACEV;HDSR1189;MACEV_BAET[n][LS-LA][OW];Baetidae[n][LS-LA][OW];n;exemplaren
AANTL[n];Baetidae;;MACEV;HDSR1190;MACEV_BAET[n][LS-NY][OW];Baetidae[n][LS-NY][OW];n;exemplaren
AANTL[n];Rana;;AMFBE;HDSR11;AMFBE_RANA[n][LS-JU][OW];Rana[n][LS-JU][OW];n;exemplaren
AANTL[n];Eunotia formica [1];;DIATM;HDSR120;DIATM_EUTIFORI[n][NVT][OW];Eunotia formica [1][n][NVT][OW];n;exemplaren
AANTL[n];Eunotia glacialis;;DIATM;HDSR121;DIATM_EUTIGLAC[n][NVT][OW];Eunotia glacialis[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia minor;;DIATM;HDSR124;DIATM_EUTIMINO[n][NVT][OW];Eunotia minor[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia naegelii;;DIATM;HDSR125;DIATM_EUTINAEG[n][NVT][OW];Eunotia naegelii[n][NVT][OW];n;exemplaren
AANTL[n];Eunotia soleirolii;;DIATM;HDSR129;DIATM_EUTISOLE[n][NVT][OW];Eunotia soleirolii[n][NVT][OW];n;exemplaren
AANTL[n];Bathyomphalus contortus;;MACEV;HDSR1192;MACEV_BAYOCONT[n][LS-AD][OW];Bathyomphalus contortus[n][LS-AD][OW];n;exemplaren
AANTL[n];Bathyomphalus contortus;;MACEV;HDSR1194;MACEV_BAYOCONT[n][NVT][OW];Bathyomphalus contortus[n][NVT][OW];n;exemplaren
AANTL[n];Bithynia;;MACEV;HDSR1198;MACEV_BINI[n][NVT][OW];Bithynia[n][NVT][OW];n;exemplaren
AANTL[n];Bithynia tentaculata;;MACEV;HDSR1202;MACEV_BINITENT[n][LS-AD][OW];Bithynia tentaculata[n][LS-AD][OW];n;exemplaren
AANTL[n];Bithynia tentaculata;;MACEV;HDSR1203;MACEV_BINITENT[n][LS-JU][OW];Bithynia tentaculata[n][LS-JU][OW];n;exemplaren
AANTL[n];Bithynia tentaculata;;MACEV;HDSR1204;MACEV_BINITENT[n][NVT][OW];Bithynia tentaculata[n][NVT][OW];n;exemplaren
AANTL[n];Bothrioneurum vejdovskyanum;;MACEV;HDSR1207;MACEV_BOTHVEJD[n][NVT][OW];Bothrioneurum vejdovskyanum[n][NVT][OW];n;exemplaren
AANTL[n];Branchiura;;MACEV;HDSR1208;MACEV_BRHI[n][LS-AD][OW];Branchiura[n][LS-AD][OW];n;exemplaren
AANTL[n];Brillia longifurca;;MACEV;HDSR1213;MACEV_BRILLONG[n][LS-LA][OW];Brillia longifurca[n][LS-LA][OW];n;exemplaren
AANTL[n];Branchiodrilus hortensis;;MACEV;HDSR1216;MACEV_BRODHORT[n][NVT][OW];Branchiodrilus hortensis[n][NVT][OW];n;exemplaren
AANTL[n];Brachypoda versicolor;;MACEV;HDSR1217;MACEV_BRPOVERS[n][GE-V][OW];Brachypoda versicolor[n][GE-V][OW];n;exemplaren
AANTL[n];Brachypoda versicolor;;MACEV;HDSR1218;MACEV_BRPOVERS[n][LS-AD][OW];Brachypoda versicolor[n][LS-AD][OW];n;exemplaren
AANTL[n];Brachytron pratense;;MACEV;HDSR1220;MACEV_BRTRPRAT[n][LS-NY][OW];Brachytron pratense[n][LS-NY][OW];n;exemplaren
AANTL[n];Brachytron pratense;;MACEV;HDSR1221;MACEV_BRTRPRAT[n][NVT][OW];Brachytron pratense[n][NVT][OW];n;exemplaren
AANTL[n];Caenidae;;MACEV;HDSR1225;MACEV_CAEN[n][LS-JU][OW];Caenidae[n][LS-JU][OW];n;exemplaren
AANTL[n];Caenidae;;MACEV;HDSR1226;MACEV_CAEN[n][NVT][OW];Caenidae[n][NVT][OW];n;exemplaren
AANTL[n];Cambaridae;;MACEV;HDSR1228;MACEV_CAMA[n][LS-JU][OW];Cambaridae[n][LS-JU][OW];n;exemplaren
AANTL[n];Cambaridae;;MACEV;HDSR1229;MACEV_CAMA[n][NVT][OW];Cambaridae[n][NVT][OW];n;exemplaren
AANTL[n];Caenis;;MACEV;HDSR1230;MACEV_CANI[n][LS-JU][OW];Caenis[n][LS-JU][OW];n;exemplaren
AANTL[n];Caenis;;MACEV;HDSR1232;MACEV_CANI[n][NVT][OW];Caenis[n][NVT][OW];n;exemplaren
AANTL[n];Caenis horaria;;MACEV;HDSR1236;MACEV_CANIHORA[n][NVT][OW];Caenis horaria[n][NVT][OW];n;exemplaren
AANTL[n];Caenis luctuosa;;MACEV;HDSR1237;MACEV_CANILUCT[n][LS-EX][OW];Caenis luctuosa[n][LS-EX][OW];n;exemplaren
AANTL[n];Caenis luctuosa;;MACEV;HDSR1239;MACEV_CANILUCT[n][LS-NY][OW];Caenis luctuosa[n][LS-NY][OW];n;exemplaren
AANTL[n];Caenis robusta;;MACEV;HDSR1242;MACEV_CANIROBU[n][LS-NY][OW];Caenis robusta[n][LS-NY][OW];n;exemplaren
AANTL[n];Caenis robusta;;MACEV;HDSR1243;MACEV_CANIROBU[n][NVT][OW];Caenis robusta[n][NVT][OW];n;exemplaren
AANTL[n];Calopteryx;Beekjuffer spec.;MACEV;HDSR1247;MACEV_CAOP[n][NVT][OW];Calopteryx[n][NVT][OW];n;exemplaren
AANTL[n];Calopteryx splendens;Weidebeekjuffer;MACEV;HDSR1248;MACEV_CAOPSPLE[n][GE-M][OW];Calopteryx splendens[n][GE-M][OW];n;exemplaren
AANTL[n];Calopteryx splendens;Weidebeekjuffer;MACEV;HDSR1251;MACEV_CAOPSPLE[n][LS-NY][OW];Calopteryx splendens[n][LS-NY][OW];n;exemplaren
AANTL[n];Calopteryx splendens;Weidebeekjuffer;MACEV;HDSR1252;MACEV_CAOPSPLE[n][NVT][OW];Calopteryx splendens[n][NVT][OW];n;exemplaren
AANTL[n];Cataclysta lemnata;;MACEV;HDSR1254;MACEV_CATALEMN[n][LS-LA][OW];Cataclysta lemnata[n][LS-LA][OW];n;exemplaren
AANTL[n];Ceratopogonidae;;MACEV;HDSR1257;MACEV_CEAT[n][LS-EX][OW];Ceratopogonidae[n][LS-EX][OW];n;exemplaren
AANTL[n];Ceratopogonidae;;MACEV;HDSR1258;MACEV_CEAT[n][LS-LA][OW];Ceratopogonidae[n][LS-LA][OW];n;exemplaren
AANTL[n];Ceraclea;;MACEV;HDSR1261;MACEV_CECL[n][LS-JU][OW];Ceraclea[n][LS-JU][OW];n;exemplaren
AANTL[n];Ceraclea dissimilis;;MACEV;HDSR1262;MACEV_CECLDISS[n][LS-LA][OW];Ceraclea dissimilis[n][LS-LA][OW];n;exemplaren
AANTL[n];Ceraclea senilis;;MACEV;HDSR1266;MACEV_CECLSENI[n][NVT][OW];Ceraclea senilis[n][NVT][OW];n;exemplaren
AANTL[n];Centroptilum luteolum;;MACEV;HDSR1271;MACEV_CENTLUTE[n][LS-NY][OW];Centroptilum luteolum[n][LS-NY][OW];n;exemplaren
AANTL[n];Chalcolestes viridis;Houtpantserjuffer;MACEV;HDSR1274;MACEV_CHALVIRI[n][NVT][OW];Chalcolestes viridis[n][NVT][OW];n;exemplaren
AANTL[n];Chaetocladius piger;;MACEV;HDSR1277;MACEV_CHCLPIGE[n][LS-LA][OW];Chaetocladius piger[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomidae;;MACEV;HDSR1278;MACEV_CHIR[n][LS-JU][OW];Chironomidae[n][LS-JU][OW];n;exemplaren
AANTL[n];Chelicorophium;;MACEV;HDSR1280;MACEV_CHLI[n][LS-JU][OW];Chelicorophium[n][LS-JU][OW];n;exemplaren
AANTL[n];Chelicorophium;;MACEV;HDSR1281;MACEV_CHLI[n][NVT][OW];Chelicorophium[n][NVT][OW];n;exemplaren
AANTL[n];Chelicorophium robustum;;MACEV;HDSR1284;MACEV_CHLIROBU[n][LS-AD][OW];Chelicorophium robustum[n][LS-AD][OW];n;exemplaren
AANTL[n];Chelicorophium sowinskyi;;MACEV;HDSR1286;MACEV_CHLISOWI[n][LS-AD][OW];Chelicorophium sowinskyi[n][LS-AD][OW];n;exemplaren
AANTL[n];Chrysomelidae;;MACEV;HDSR1289;MACEV_CHME[n][LS-AD][OW];Chrysomelidae[n][LS-AD][OW];n;exemplaren
AANTL[n];Rana;;AMFBE;HDSR12;AMFBE_RANA[n][LS-LA][OW];Rana[n][LS-LA][OW];n;exemplaren
AANTL[n];Fallacia insociabilis;;DIATM;HDSR130;DIATM_FALLINSO[n][NVT][OW];Fallacia insociabilis[n][NVT][OW];n;exemplaren
AANTL[n];Fallacia lenzii;;DIATM;HDSR131;DIATM_FALLLENZ[n][NVT][OW];Fallacia lenzii[n][NVT][OW];n;exemplaren
AANTL[n];Fragilaria bidens;;DIATM;HDSR137;DIATM_FRAGBIDE[n][NVT][OW];Fragilaria bidens[n][NVT][OW];n;exemplaren
AANTL[n];Fragilaria famelica;;DIATM;HDSR139;DIATM_FRAGFAME[n][NVT][OW];Fragilaria famelica[n][NVT][OW];n;exemplaren
AANTL[n];Chaoborus;;MACEV;HDSR1292;MACEV_CHOB[n][LS-EX][OW];Chaoborus[n][LS-EX][OW];n;exemplaren
AANTL[n];Chaoborus;;MACEV;HDSR1296;MACEV_CHOB[n][NVT][OW];Chaoborus[n][NVT][OW];n;exemplaren
AANTL[n];Chaoborus crystallinus;;MACEV;HDSR1297;MACEV_CHOBCRYS[n][LS-LA][OW];Chaoborus crystallinus[n][LS-LA][OW];n;exemplaren
AANTL[n];Chaoborus flavicans;;MACEV;HDSR1300;MACEV_CHOBFLAV[n][LS-AD][OW];Chaoborus flavicans[n][LS-AD][OW];n;exemplaren
AANTL[n];Chaoborus flavicans;;MACEV;HDSR1303;MACEV_CHOBFLAV[n][NVT][OW];Chaoborus flavicans[n][NVT][OW];n;exemplaren
AANTL[n];Chaoborus obscuripes;;MACEV;HDSR1304;MACEV_CHOBOBSC[n][LS-LA][OW];Chaoborus obscuripes[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus;;MACEV;HDSR1308;MACEV_CHON[n][LS-JU][OW];Chironomus[n][LS-JU][OW];n;exemplaren
AANTL[n];Chironomus;;MACEV;HDSR1310;MACEV_CHON[n][LS-PO][OW];Chironomus[n][LS-PO][OW];n;exemplaren
AANTL[n];Chironomus;;MACEV;HDSR1311;MACEV_CHON[n][NVT][OW];Chironomus[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus annularius;;MACEV;HDSR1314;MACEV_CHONANNU[n][LS-LA][OW];Chironomus annularius[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus annularius;;MACEV;HDSR1315;MACEV_CHONANNU[n][NVT][OW];Chironomus annularius[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus (Camptochironomus);;MACEV;HDSR1319;MACEV_CHONCAMP[n][NVT][OW];Chironomus (Camptochironomus)[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus commutatus;;MACEV;HDSR1321;MACEV_CHONCOMM[n][NVT][OW];Chironomus commutatus[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus luridus;;MACEV;HDSR1322;MACEV_CHONLURI[n][LS-LA][OW];Chironomus luridus[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus muratensis;;MACEV;HDSR1324;MACEV_CHONMURA[n][LS-LA][OW];Chironomus muratensis[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus nuditarsis;;MACEV;HDSR1326;MACEV_CHONNUDT[n][NVT][OW];Chironomus nuditarsis[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus obtusidens;;MACEV;HDSR1328;MACEV_CHONOBTU[n][NVT][OW];Chironomus obtusidens[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus plumosus;;MACEV;HDSR1331;MACEV_CHONPLUM[n][LS-LA][OW];Chironomus plumosus[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus plumosus;;MACEV;HDSR1332;MACEV_CHONPLUM[n][NVT][OW];Chironomus plumosus[n][NVT][OW];n;exemplaren
AANTL[n];Chironomus riparius;;MACEV;HDSR1333;MACEV_CHONRIPA[n][LS-LA][OW];Chironomus riparius[n][LS-LA][OW];n;exemplaren
AANTL[n];Chironomus tentans;;MACEV;HDSR1336;MACEV_CHONTENT[n][LS-PO][OW];Chironomus tentans[n][LS-PO][OW];n;exemplaren
AANTL[n];Chironomus tentans;;MACEV;HDSR1337;MACEV_CHONTENT[n][NVT][OW];Chironomus tentans[n][NVT][OW];n;exemplaren
AANTL[n];Chironomini;;MACEV;HDSR1339;MACEV_CHRO[n][LS-JU][OW];Chironomini[n][LS-JU][OW];n;exemplaren
AANTL[n];Chironomini;;MACEV;HDSR1341;MACEV_CHRO[n][LS-PO][OW];Chironomini[n][LS-PO][OW];n;exemplaren
AANTL[n];Chironomini;;MACEV;HDSR1342;MACEV_CHRO[n][NVT][OW];Chironomini[n][NVT][OW];n;exemplaren
AANTL[n];Chrysops;;MACEV;HDSR1345;MACEV_CHSO[n][NVT][OW];Chrysops[n][NVT][OW];n;exemplaren
AANTL[n];Chaetogaster diaphanus;;MACEV;HDSR1349;MACEV_CHTEDIAP[n][LS-AD][OW];Chaetogaster diaphanus[n][LS-AD][OW];n;exemplaren
AANTL[n];Chaetogaster limnaei;;MACEV;HDSR1351;MACEV_CHTELIMN[n][LS-AD][OW];Chaetogaster limnaei[n][LS-AD][OW];n;exemplaren
AANTL[n];Chaetogaster limnaei;;MACEV;HDSR1352;MACEV_CHTELIMN[n][NVT][OW];Chaetogaster limnaei[n][NVT][OW];n;exemplaren
AANTL[n];Cladotanytarsus;;MACEV;HDSR1353;MACEV_CLAD[n][LS-JU][OW];Cladotanytarsus[n][LS-JU][OW];n;exemplaren
AANTL[n];Cladotanytarsus lepidocalcar;;MACEV;HDSR1357;MACEV_CLADLEPI[n][LS-PO][OW];Cladotanytarsus lepidocalcar[n][LS-PO][OW];n;exemplaren
AANTL[n];Cloeon;;MACEV;HDSR1363;MACEV_CLOE[n][NVT][OW];Cloeon[n][NVT][OW];n;exemplaren
AANTL[n];Cloeon dipterum;;MACEV;HDSR1364;MACEV_CLOEDIPT[n][LS-AD][OW];Cloeon dipterum[n][LS-AD][OW];n;exemplaren
AANTL[n];Cloeon dipterum;;MACEV;HDSR1366;MACEV_CLOEDIPT[n][LS-LA][OW];Cloeon dipterum[n][LS-LA][OW];n;exemplaren
AANTL[n];Cloeon dipterum;;MACEV;HDSR1368;MACEV_CLOEDIPT[n][NVT][OW];Cloeon dipterum[n][NVT][OW];n;exemplaren
AANTL[n];Cladopelma;;MACEV;HDSR1373;MACEV_CLPE[n][LS-PO][OW];Cladopelma[n][LS-PO][OW];n;exemplaren
AANTL[n];Cladopelma bicarinatum;;MACEV;HDSR1375;MACEV_CLPEBICR[n][LS-PO][OW];Cladopelma bicarinatum[n][LS-PO][OW];n;exemplaren
AANTL[n];Cladopelma goetghebueri;;MACEV;HDSR1378;MACEV_CLPEGOET[n][NVT][OW];Cladopelma goetghebueri[n][NVT][OW];n;exemplaren
AANTL[n];Cladopelma viridulum;;MACEV;HDSR1379;MACEV_CLPEVIRD[n][LS-LA][OW];Cladopelma viridulum[n][LS-LA][OW];n;exemplaren
AANTL[n];Cladopelma virescens;;MACEV;HDSR1382;MACEV_CLPEVIRE[n][LS-EX][OW];Cladopelma virescens[n][LS-EX][OW];n;exemplaren
AANTL[n];Clinotanypus nervosus;;MACEV;HDSR1384;MACEV_CLTANERV[n][LS-EX][OW];Clinotanypus nervosus[n][LS-EX][OW];n;exemplaren
AANTL[n];Clinotanypus nervosus;;MACEV;HDSR1386;MACEV_CLTANERV[n][LS-PO][OW];Clinotanypus nervosus[n][LS-PO][OW];n;exemplaren
