FewsId;par_oms;par_oms_nl;TaxonType;wns_code;wns_oms;wns_oms_ecolims;eenheid;eenheid_oms
BEDKG[%];Rumex conglomeratus;Kluwenzuring;MACFT;HDSR4334;MACFT_RUMECONG[%][NVT][OR];Rumex conglomeratus[%][NVT][OR];%;procent
BEDKG[%];Rumex crispus;Krulzuring;MACFT;HDSR4338;MACFT_RUMECRIS[%][NVT][OW];Rumex crispus[%][NVT][OW];%;procent
BEDKG[%];Rumex hydrolapathum;Waterzuring;MACFT;HDSR4341;MACFT_RUMEHYDR[%][NVT][OW];Rumex hydrolapathum[%][NVT][OW];%;procent
BEDKG[%];Rumex maritimus;Goudzuring;MACFT;HDSR4344;MACFT_RUMEMARI[%][NVT][OR];Rumex maritimus[%][NVT][OR];%;procent
BEDKG[%];Rumex maritimus;Goudzuring;MACFT;HDSR4345;MACFT_RUMEMARI[%][NVT][OW];Rumex maritimus[%][NVT][OW];%;procent
BEDKG[%];Rumex obtusifolius;Ridderzuring;MACFT;HDSR4346;MACFT_RUMEOBTU[%][NVT][OR];Rumex obtusifolius[%][NVT][OR];%;procent
BEDKG[%];Rumex palustris;Moeraszuring;MACFT;HDSR4350;MACFT_RUMEPALU[%][NVT][OW];Rumex palustris[%][NVT][OW];%;procent
BEDKG[%];Rumex x pratensis;Bermzuring;MACFT;HDSR4351;MACFT_RUMEPRAT[%][NVT][OW];Rumex x pratensis[%][NVT][OW];%;procent
BEDKG[%];Sagittaria sagittifolia;Pijlkruid;MACFT;HDSR4354;MACFT_SAITSAGI[%][NVT][OR];Sagittaria sagittifolia[%][NVT][OR];%;procent
BEDKG[%];Sagittaria sagittifolia;Pijlkruid;MACFT;HDSR4355;MACFT_SAITSAGI[%][NVT][OW];Sagittaria sagittifolia[%][NVT][OW];%;procent
BEDKG[%];Salix;;MACFT;HDSR4359;MACFT_SALI[%][NVT][OW];Salix[%][NVT][OW];%;procent
AANTPVLME[n/ml];Chrysococcus cordiformis;;FYTPT;HDSR439;FYTPT_CHCSCORD[n/ml][NVT][OW];Chrysococcus cordiformis[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Chrysococcus minutus;;FYTPT;HDSR442;FYTPT_CHCSMINU[n/ml][NVT][OW];Chrysococcus minutus[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Chrysococcus punctiformis;;FYTPT;HDSR443;FYTPT_CHCSPUNC[n/ml][NVT][OW];Chrysococcus punctiformis[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Chrysococcus rufescens;;FYTPT;HDSR445;FYTPT_CHCSRUFE[n/ml][NVT][OW];Chrysococcus rufescens[n/ml][NVT][OW];n/ml;exemplaren per milliliter
BEDKG[%];Salix alba;Schietwilg;MACFT;HDSR4361;MACFT_SALIALBA[%][NVT][OR];Salix alba[%][NVT][OR];%;procent
BEDKG[%];Salix alba;Schietwilg;MACFT;HDSR4362;MACFT_SALIALBA[%][NVT][OW];Salix alba[%][NVT][OW];%;procent
BEDKG[%];Salix aurita;Geoorde wilg;MACFT;HDSR4365;MACFT_SALIAURI[%][NVT][OR];Salix aurita[%][NVT][OR];%;procent
BEDKG[%];Salix cinerea ssp. cinerea;Grauwe wilg;MACFT;HDSR4367;MACFT_SALICICN[%][NVT][OW];Salix cinerea ssp. cinerea[%][NVT][OW];%;procent
BEDKG[%];Salix cinerea;Grauwe wilg;MACFT;HDSR4368;MACFT_SALICINE[%][NVT][OR];Salix cinerea[%][NVT][OR];%;procent
BEDKG[%];Salix repens;Kruipwilg;MACFT;HDSR4371;MACFT_SALIREPE[%][NVT][OW];Salix repens[%][NVT][OW];%;procent
BEDKG[%];Salix viminalis;Katwilg;MACFT;HDSR4373;MACFT_SALIVIMI[%][NVT][OR];Salix viminalis[%][NVT][OR];%;procent
BEDKG[%];Sambucus nigra;Gewone vlier;MACFT;HDSR4377;MACFT_SAMBNIGR[%][NVT][OR];Sambucus nigra[%][NVT][OR];%;procent
BEDKG[%];Sambucus nigra;Gewone vlier;MACFT;HDSR4378;MACFT_SAMBNIGR[%][NVT][OW];Sambucus nigra[%][NVT][OW];%;procent
BEDKG[%];Scirpus sylvaticus;Bosbies;MACFT;HDSR4380;MACFT_SCIRSYLV[%][NVT][OR];Scirpus sylvaticus[%][NVT][OR];%;procent
BEDKG[%];Scirpus sylvaticus;Bosbies;MACFT;HDSR4381;MACFT_SCIRSYLV[%][NVT][OW];Scirpus sylvaticus[%][NVT][OW];%;procent
BEDKG[%];Schoenoplectus;;MACFT;HDSR4382;MACFT_SCOE[%][NVT][OW];Schoenoplectus[%][NVT][OW];%;procent
BEDKG[%];Schoenoplectus tabernaemontani;Ruwe bies;MACFT;HDSR4386;MACFT_SCOETABE[%][NVT][OR];Schoenoplectus tabernaemontani[%][NVT][OR];%;procent
BEDKG[%];Schoenoplectus tabernaemontani;Ruwe bies;MACFT;HDSR4387;MACFT_SCOETABE[%][NVT][OW];Schoenoplectus tabernaemontani[%][NVT][OW];%;procent
BEDKG[%];Scrophularia nodosa;Knopig helmkruid;MACFT;HDSR4393;MACFT_SCRONODO[%][NVT][OR];Scrophularia nodosa[%][NVT][OR];%;procent
BEDKG[%];Scrophularia nodosa;Knopig helmkruid;MACFT;HDSR4394;MACFT_SCRONODO[%][NVT][OW];Scrophularia nodosa[%][NVT][OW];%;procent
BEDKG[%];Scrophularia umbrosa;Gevleugeld helmkruid;MACFT;HDSR4396;MACFT_SCROUMBR[%][NVT][OR];Scrophularia umbrosa[%][NVT][OR];%;procent
BEDKG[%];Scutellaria galericulata;Blauw glidkruid;MACFT;HDSR4398;MACFT_SCUTGALE[%][NVT][OR];Scutellaria galericulata[%][NVT][OR];%;procent
BEDKG[%];Senecio inaequidens;Bezemkruiskruid;MACFT;HDSR4403;MACFT_SENEINAE[%][NVT][OW];Senecio inaequidens[%][NVT][OW];%;procent
BEDKG[%];Senecio vulgaris;Klein kruiskruid;MACFT;HDSR4404;MACFT_SENEVULG[%][NVT][OR];Senecio vulgaris[%][NVT][OR];%;procent
BEDKG[%];Senecio vulgaris;Klein kruiskruid;MACFT;HDSR4405;MACFT_SENEVULG[%][NVT][OW];Senecio vulgaris[%][NVT][OW];%;procent
BEDKG[%];Silene flos-cuculi;Echte koekoeksbloem;MACFT;HDSR4408;MACFT_SILEFLCU[%][NVT][OW];Silene flos-cuculi[%][NVT][OW];%;procent
BEDKG[%];Silene vulgaris;Blaassilene;MACFT;HDSR4411;MACFT_SILEVULG[%][NVT][OW];Silene vulgaris[%][NVT][OW];%;procent
BEDKG[%];Sium latifolium;Grote watereppe;MACFT;HDSR4415;MACFT_SIUMLATI[%][NVT][OR];Sium latifolium[%][NVT][OR];%;procent
BEDKG[%];Sium latifolium;Grote watereppe;MACFT;HDSR4416;MACFT_SIUMLATI[%][NVT][OW];Sium latifolium[%][NVT][OW];%;procent
BEDKG[%];Sorbus aucuparia;Wilde lijsterbes;MACFT;HDSR4418;MACFT_SOBUAUCU[%][NVT][OR];Sorbus aucuparia[%][NVT][OR];%;procent
BEDKG[%];Solanum dulcamara;Bitterzoet;MACFT;HDSR4421;MACFT_SOLADULC[%][NVT][OW];Solanum dulcamara[%][NVT][OW];%;procent
BEDKG[%];Solanum nigrum;;MACFT;HDSR4424;MACFT_SOLANIGR[%][NVT][OR];Solanum nigrum[%][NVT][OR];%;procent
BEDKG[%];Solidago;;MACFT;HDSR4426;MACFT_SOLI[%][NVT][OW];Solidago[%][NVT][OW];%;procent
BEDKG[%];Solidago canadensis;Canadese guldenroede;MACFT;HDSR4427;MACFT_SOLICANA[%][NVT][OR];Solidago canadensis[%][NVT][OR];%;procent
BEDKG[%];Solidago gigantea;Late guldenroede;MACFT;HDSR4430;MACFT_SOLIGIGA[%][NVT][OR];Solidago gigantea[%][NVT][OR];%;procent
BEDKG[%];Solidago gigantea;Late guldenroede;MACFT;HDSR4431;MACFT_SOLIGIGA[%][NVT][OW];Solidago gigantea[%][NVT][OW];%;procent
BEDKG[%];Sonchus arvensis;Akkermelkdistel;MACFT;HDSR4434;MACFT_SONCARVE[%][NVT][OR];Sonchus arvensis[%][NVT][OR];%;procent
BEDKG[%];Sonchus arvensis;Akkermelkdistel;MACFT;HDSR4435;MACFT_SONCARVE[%][NVT][OW];Sonchus arvensis[%][NVT][OW];%;procent
BEDKG[%];Sonchus oleraceus;Gewone melkdistel;MACFT;HDSR4440;MACFT_SONCOLER[%][NVT][OW];Sonchus oleraceus[%][NVT][OW];%;procent
BEDKG[%];Sonchus palustris;Moerasmelkdistel;MACFT;HDSR4441;MACFT_SONCPALU[%][NVT][OR];Sonchus palustris[%][NVT][OR];%;procent
BEDKG[%];Sonchus palustris;Moerasmelkdistel;MACFT;HDSR4442;MACFT_SONCPALU[%][NVT][OW];Sonchus palustris[%][NVT][OW];%;procent
BEDKG[%];Sparganium erectum;Grote egelskop;MACFT;HDSR4448;MACFT_SPGAEREC[%][NVT][OW];Sparganium erectum[%][NVT][OW];%;procent
BEDKG[%];Sparganium natans;Kleinste egelskop;MACFT;HDSR4451;MACFT_SPGANATA[%][NVT][OW];Sparganium natans[%][NVT][OW];%;procent
BEDKG[%];Sphagnum;;MACFT;HDSR4452;MACFT_SPHA[%][NVT][OR];Sphagnum[%][NVT][OR];%;procent
BEDKG[%];Spirodela polyrhiza;Veelwortelig kroos;MACFT;HDSR4456;MACFT_SPROPOLY[%][NVT][OR];Spirodela polyrhiza[%][NVT][OR];%;procent
AANTPVLME[n/ml];Chlamydomonas;;FYTPT;HDSR446;FYTPT_CHDO[n/ml][NVT][OW];Chlamydomonas[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Epithemia;;DIATM;HDSR108;DIATM_EPIT[n/ml][NVT][OW];Epithemia[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Chrysophyceae;;FYTPT;HDSR449;FYTPT_CHEA[n/ml][NVT][OW];Chrysophyceae[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Aulacoseira;;DIATM;HDSR45;DIATM_AUSE[n/ml][NVT][OW];Aulacoseira[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[n];Chrysochromulina parva;;FYTPT;HDSR451;FYTPT_CHHRPARV[n][NVT][OW];Chrysochromulina parva[n][NVT][OW];n;exemplaren
AANTL[n];Characiopsis;;FYTPT;HDSR452;FYTPT_CHIO[n][NVT][OW];Characiopsis[n][NVT][OW];n;exemplaren
AANTL[ml];Chlorellaceae;;FYTPT;HDSR453;FYTPT_CHLC[ml][LV-002<][OW];Chlorellaceae[ml][LV-002<][OW];ml;milliliter
AANTL[ml];Chlamydomonadaceae;;FYTPT;HDSR454;FYTPT_CHLD[ml][NVT][OW];Chlamydomonadaceae[ml][NVT][OW];ml;milliliter
AANTPVLME[n/ml];Chlamydomonadaceae;;FYTPT;HDSR455;FYTPT_CHLD[n/ml][NVT][OW];Chlamydomonadaceae[n/ml][NVT][OW];n/ml;exemplaren per milliliter
BEDKG[%];Spirodela polyrhiza;Veelwortelig kroos;MACFT;HDSR4457;MACFT_SPROPOLY[%][NVT][OW];Spirodela polyrhiza[%][NVT][OW];%;procent
BEDKG[%];Stachys palustris;Moerasandoorn;MACFT;HDSR4460;MACFT_STACPALU[%][NVT][OR];Stachys palustris[%][NVT][OR];%;procent
BEDKG[%];Stachys palustris;Moerasandoorn;MACFT;HDSR4461;MACFT_STACPALU[%][NVT][OW];Stachys palustris[%][NVT][OW];%;procent
BEDKG[%];Stachys sylvatica;Bosandoorn;MACFT;HDSR4464;MACFT_STACSYLV[%][NVT][OR];Stachys sylvatica[%][NVT][OR];%;procent
BEDKG[%];Stellaria media;Vogelmuur;MACFT;HDSR4467;MACFT_STELMEDI[%][NVT][OR];Stellaria media[%][NVT][OR];%;procent
BEDKG[%];Stellaria media;Vogelmuur;MACFT;HDSR4468;MACFT_STELMEDI[%][NVT][OW];Stellaria media[%][NVT][OW];%;procent
BEDKG[%];Stellaria palustris;Zeegroene muur;MACFT;HDSR4470;MACFT_STELPALU[%][NVT][OR];Stellaria palustris[%][NVT][OR];%;procent
BEDKG[%];Stellaria palustris;Zeegroene muur;MACFT;HDSR4471;MACFT_STELPALU[%][NVT][OW];Stellaria palustris[%][NVT][OW];%;procent
BEDKG[%];Stellaria uliginosa;Moerasmuur;MACFT;HDSR4472;MACFT_STELULIG[%][NVT][OW];Stellaria uliginosa[%][NVT][OW];%;procent
BEDKG[%];Succisa pratensis;Blauwe knoop;MACFT;HDSR4478;MACFT_SUCCPRAT[%][NVT][OW];Succisa pratensis[%][NVT][OW];%;procent
BEDKG[%];Symphytum;;MACFT;HDSR4480;MACFT_SYPH[%][NVT][OW];Symphytum[%][NVT][OW];%;procent
BEDKG[%];Tanacetum vulgare;Boerenwormkruid;MACFT;HDSR4486;MACFT_TANAVULG[%][NVT][OW];Tanacetum vulgare[%][NVT][OW];%;procent
BEDKG[%];Thalictrum flavum;Poelruit;MACFT;HDSR4490;MACFT_THALFLAV[%][NVT][OR];Thalictrum flavum[%][NVT][OR];%;procent
BEDKG[%];Thalictrum flavum;Poelruit;MACFT;HDSR4491;MACFT_THALFLAV[%][NVT][OW];Thalictrum flavum[%][NVT][OW];%;procent
BEDKG[%];Trifolium;;MACFT;HDSR4495;MACFT_TRIF[%][NVT][OW];Trifolium[%][NVT][OW];%;procent
BEDKG[%];Trifolium campestre;Liggende klaver;MACFT;HDSR4497;MACFT_TRIFCAMP[%][NVT][OW];Trifolium campestre[%][NVT][OW];%;procent
BEDKG[%];Trifolium dubium;Kleine klaver;MACFT;HDSR4499;MACFT_TRIFDUBI[%][NVT][OR];Trifolium dubium[%][NVT][OR];%;procent
BEDKG[%];Trifolium dubium;Kleine klaver;MACFT;HDSR4500;MACFT_TRIFDUBI[%][NVT][OW];Trifolium dubium[%][NVT][OW];%;procent
BEDKG[%];Trifolium pratense;Rode klaver;MACFT;HDSR4501;MACFT_TRIFPRAT[%][NVT][OR];Trifolium pratense[%][NVT][OR];%;procent
BEDKG[%];Trifolium repens;Witte klaver;MACFT;HDSR4504;MACFT_TRIFREPE[%][NVT][OW];Trifolium repens[%][NVT][OW];%;procent
BEDKG[%];Triglochin palustris;Moeraszoutgras;MACFT;HDSR4505;MACFT_TRIGPALU[%][NVT][OW];Triglochin palustris[%][NVT][OW];%;procent
BEDKG[%];Tussilago farfara;Klein hoefblad;MACFT;HDSR4509;MACFT_TUSSFARF[%][NVT][OR];Tussilago farfara[%][NVT][OR];%;procent
BEDKG[%];Typha angustifolia;Kleine lisdodde;MACFT;HDSR4513;MACFT_TYPHANGU[%][NVT][OR];Typha angustifolia[%][NVT][OR];%;procent
BEDKG[%];Ulmus;;MACFT;HDSR4521;MACFT_ULMU[%][NVT][OR];Ulmus[%][NVT][OR];%;procent
BEDKG[%];Urtica dioica;Grote brandnetel;MACFT;HDSR4524;MACFT_URTIDIOI[%][NVT][OR];Urtica dioica[%][NVT][OR];%;procent
BEDKG[%];Utricularia vulgaris;Groot blaasjeskruid;MACFT;HDSR4530;MACFT_UTRIVULG[%][NVT][OR];Utricularia vulgaris[%][NVT][OR];%;procent
BEDKG[%];Valeriana dioica;Kleine valeriaan;MACFT;HDSR4534;MACFT_VALEDIOI[%][NVT][OR];Valeriana dioica[%][NVT][OR];%;procent
BEDKG[%];Valeriana dioica;Kleine valeriaan;MACFT;HDSR4535;MACFT_VALEDIOI[%][NVT][OW];Valeriana dioica[%][NVT][OW];%;procent
BEDKG[%];Valeriana officinalis;Echte valeriaan;MACFT;HDSR4537;MACFT_VALEOFFI[%][NVT][OW];Valeriana officinalis[%][NVT][OW];%;procent
BEDKG[%];Valerianella locusta;Veldsla;MACFT;HDSR4540;MACFT_VARILOCU[%][NVT][OW];Valerianella locusta[%][NVT][OW];%;procent
BEDKG[%];Veronica;;MACFT;HDSR4541;MACFT_VERO[%][NVT][OW];Veronica[%][NVT][OW];%;procent
BEDKG[%];Veronica anagallis-aquatica;Blauwe waterereprijs;MACFT;HDSR4542;MACFT_VEROANAQ[%][NVT][OW];Veronica anagallis-aquatica[%][NVT][OW];%;procent
BEDKG[%];Veronica catenata;Rode waterereprijs;MACFT;HDSR4546;MACFT_VEROCATE[%][NVT][OR];Veronica catenata[%][NVT][OR];%;procent
BEDKG[%];Veronica persica;Grote ereprijs;MACFT;HDSR4550;MACFT_VEROPERS[%][NVT][OW];Veronica persica[%][NVT][OW];%;procent
AANTPVLME[n/ml];Chlorogonium [1];;FYTPT;HDSR456;FYTPT_CHLG[n/ml][NVT][OW];Chlorogonium [1][n/ml][NVT][OW];n/ml;exemplaren per milliliter
OEVBSIG[DIMSLS];Oeverbeschoeiing;;;HDSR4576;OEVBSIG[DIMSLS][NVT][OR];Oeverbeschoeiing[DIMSLS][NVT][OR];DIMSLS;dimensieloos
BEDKG[%];Oeverplanten;;;HDSR4577;OEVPTN[%][NVT][OW];Oeverplanten[%][NVT][OW];%;procent
TALBVWTR[DIMSLS];Talud bovenwater (met flauwe hoek);;;HDSR4580;TALBVWTR[DIMSLS][NVT][NT];Talud bovenwater (met flauwe hoek)[DIMSLS][NVT][NT];DIMSLS;dimensieloos
TALBVWTR[graad];Talud bovenwater (met flauwe hoek);;;HDSR4581;TALBVWTR[graad][NVT][NT];Talud bovenwater (met flauwe hoek)[graad][NVT][NT];graad;graad
AANTPVLME[n/ml];Aulacoseira ambigua;;DIATM;HDSR46;DIATM_AUSEAMBI[n/ml][NVT][OW];Aulacoseira ambigua[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Chloromonas;;FYTPT;HDSR461;FYTPT_CHNA[n/ml][NVT][OW];Chloromonas[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[ml];Chroococcales;;FYTPT;HDSR462;FYTPT_CHOC[ml][LV-LC][OW];Chroococcales[ml][LV-LC][OW];ml;milliliter
AANTPVLME[n/ml];Chlorolobion braunii;;FYTPT;HDSR465;FYTPT_CHOLBRAU[n/ml][NVT][OW];Chlorolobion braunii[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[ml];Chrysochromulina [1];;FYTPT;HDSR468;FYTPT_CHRR[ml][NVT][OW];Chrysochromulina [1][ml][NVT][OW];ml;milliliter
AANTPVLME[n/ml];Chrysochromulina [1];;FYTPT;HDSR469;FYTPT_CHRR[n/ml][NVT][OW];Chrysochromulina [1][n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[n];Abramis brama;Brasem;VISSN;HDSR4586;VISSN_ABRMBRAM[n][NVT][OW];Abramis brama[n][NVT][OW];n;exemplaren
AANTL[n];Aspius aspius;Roofblei;VISSN;HDSR4589;VISSN_ASPIASPI[n][NVT][OW];Aspius aspius[n][NVT][OW];n;exemplaren
AANTL[n];Barbus barbus;Barbeel;VISSN;HDSR4590;VISSN_BARBBARB[n][NVT][OW];Barbus barbus[n][NVT][OW];n;exemplaren
AANTL[n];Barbatula barbatula;Bermpje;VISSN;HDSR4591;VISSN_BARTBARB[n][LS-AD][OW];Barbatula barbatula[n][LS-AD][OW];n;exemplaren
AANTL[n];Blicca bjoerkna;Kolblei;VISSN;HDSR4594;VISSN_BLICBJOE[n][NVT][OW];Blicca bjoerkna[n][NVT][OW];n;exemplaren
AANTL[n];Carassius auratus gibelio;Giebel;VISSN;HDSR4595;VISSN_CARSAUGI[n][NVT][OW];Carassius auratus gibelio[n][NVT][OW];n;exemplaren
AANTL[n];Cobitis taenia;Kleine modderkruiper;VISSN;HDSR4598;VISSN_COBTTAEN[n][LS-JU][OW];Cobitis taenia[n][LS-JU][OW];n;exemplaren
AANTL[n];Cottus gobio [1];Rivierdonderpad;VISSN;HDSR4600;VISSN_COTUGOBO[n][LS-AD][OW];Cottus gobio [1][n][LS-AD][OW];n;exemplaren
AANTL[n];Cyprinidae;;VISSN;HDSR4604;VISSN_CYPI[n][LS-JU][OW];Cyprinidae[n][LS-JU][OW];n;exemplaren
AANTL[n];Cyprinus carpio;Karper;VISSN;HDSR4605;VISSN_CYPRCARP[n][NVT][OW];Cyprinus carpio[n][NVT][OW];n;exemplaren
AANTL[n];Esox lucius;Snoek;VISSN;HDSR4606;VISSN_ESOXLUCI[n][LS-JU][OW];Esox lucius[n][LS-JU][OW];n;exemplaren
AANTL[n];Gymnocephalus cernuus;Pos;VISSN;HDSR4611;VISSN_GYMOCERN[n][NVT][OW];Gymnocephalus cernuus[n][NVT][OW];n;exemplaren
AANTL[n];Lepomis gibbosus;Zonnebaars;VISSN;HDSR4612;VISSN_LEPOGIBB[n][NVT][OW];Lepomis gibbosus[n][NVT][OW];n;exemplaren
AANTL[n];Leuciscus idus;Winde;VISSN;HDSR4614;VISSN_LEUIIDUS[n][NVT][OW];Leuciscus idus[n][NVT][OW];n;exemplaren
 WATDTE[m];Waterdiepte;;;HDSR4641;WATDTE[m][MAXIMUM][OR];Waterdiepte[m][MAXIMUM][OR];m;meter
 WATDTE[m];Waterdiepte;;;HDSR4642;WATDTE[m][MAXIMUM][OW];Waterdiepte[m][MAXIMUM][OW];m;meter
AANTL[n];Misgurnus fossilis;Grote modderkruiper;VISSN;HDSR4616;VISSN_MISGFOSS[n][NVT][OW];Misgurnus fossilis[n][NVT][OW];n;exemplaren
AANTL[n];Neogobius fluviatilis;Pontische stroomgrondel;VISSN;HDSR4617;VISSN_NEOBFLUV[n][NVT][OW];Neogobius fluviatilis[n][NVT][OW];n;exemplaren
AANTL[n];Perca fluviatilis;Baars;VISSN;HDSR4621;VISSN_PERCFLUV[n][NVT][OW];Perca fluviatilis[n][NVT][OW];n;exemplaren
AANTL[n];Proterorhinus marmoratus;Marmergrondel;VISSN;HDSR4624;VISSN_PROHMARM[n][LS-JU][OW];Proterorhinus marmoratus[n][LS-JU][OW];n;exemplaren
AANTL[n];Proterorhinus marmoratus;Marmergrondel;VISSN;HDSR4625;VISSN_PROHMARM[n][NVT][OW];Proterorhinus marmoratus[n][NVT][OW];n;exemplaren
AANTL[n];Pungitius pungitius;Tiendoornige stekelbaars;VISSN;HDSR4627;VISSN_PUNGPUNG[n][LS-AD][OW];Pungitius pungitius[n][LS-AD][OW];n;exemplaren
AANTL[n];Rhodeus sericeus;Bittervoorn;VISSN;HDSR4630;VISSN_RHODSERI[n][LS-AD][OW];Rhodeus sericeus[n][LS-AD][OW];n;exemplaren
AANTL[n];Rhodeus sericeus;Bittervoorn;VISSN;HDSR4631;VISSN_RHODSERI[n][NVT][OW];Rhodeus sericeus[n][NVT][OW];n;exemplaren
AANTL[n];Rutilus rutilus;Blankvoorn;VISSN;HDSR4633;VISSN_RUTIRUTI[n][NVT][OW];Rutilus rutilus[n][NVT][OW];n;exemplaren
AANTL[n];Tinca tinca;Zeelt;VISSN;HDSR4637;VISSN_TINCTINC[n][LS-AD][OW];Tinca tinca[n][LS-AD][OW];n;exemplaren
AANTL[n];Tinca tinca;Zeelt;VISSN;HDSR4638;VISSN_TINCTINC[n][LS-JU][OW];Tinca tinca[n][LS-JU][OW];n;exemplaren
BEDKG[%];Vicia;;MACFT;HDSR4553;MACFT_VICI[%][NVT][OW];Vicia[%][NVT][OW];%;procent
BEDKG[%];Vicia cracca;Vogelwikke;MACFT;HDSR4554;MACFT_VICICRAC[%][NVT][OR];Vicia cracca[%][NVT][OR];%;procent
BEDKG[%];Vicia hirsuta;Ringelwikke;MACFT;HDSR4557;MACFT_VICIHIRS[%][NVT][OR];Vicia hirsuta[%][NVT][OR];%;procent
BEDKG[%];Vicia sepium;Heggenwikke;MACFT;HDSR4562;MACFT_VICISEPI[%][NVT][OW];Vicia sepium[%][NVT][OW];%;procent
BEDKG[%];Vicia villosa;Bonte wikke;MACFT;HDSR4563;MACFT_VICIVILL[%][NVT][OW];Vicia villosa[%][NVT][OW];%;procent
BEDKG[%];Wolffia arrhiza;Wortelloos kroos;MACFT;HDSR4566;MACFT_WOLFARRH[%][NVT][OR];Wolffia arrhiza[%][NVT][OR];%;procent
BEDKG[%];Wolffia arrhiza;Wortelloos kroos;MACFT;HDSR4567;MACFT_WOLFARRH[%][NVT][OW];Wolffia arrhiza[%][NVT][OW];%;procent
BEDKG[%];Zannichellia palustris [1];;MACFT;HDSR4573;MACFT_ZANNPALT[%][NVT][OR];Zannichellia palustris [1][%][NVT][OR];%;procent
WATERBTE[m];Waterbreedte;;;HDSR4645;WATERBTE[m][NVT][OR];Waterbreedte[m][NVT][OR];m;meter
BEDKG[%];Submerse planten;;;HDSR4579;SUBMSPTN[%][NVT][OR];Submerse planten[%][NVT][OR];%;procent
AANTPVLME[n/ml];Closteriopsis acicularis;;FYTPT;HDSR470;FYTPT_CLOSACIC[n/ml][NVT][OW];Closteriopsis acicularis[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Closterium aciculare [1];;FYTPT;HDSR472;FYTPT_CLUMACIU[n/ml][NVT][OW];Closterium aciculare [1][n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTL[n];Closterium acutum;;FYTPT;HDSR474;FYTPT_CLUMACUT[n][NVT][OW];Closterium acutum[n][NVT][OW];n;exemplaren
AANTPVLME[n/ml];Closterium cynthia var. cynthia;;FYTPT;HDSR476;FYTPT_CLUMCYCY[n/ml][NVT][OW];Closterium cynthia var. cynthia[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Closterium kuetzingii;;FYTPT;HDSR478;FYTPT_CLUMKUTZ[n/ml][NVT][OW];Closterium kuetzingii[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Aulacoseira granulata var. angustissima;;DIATM;HDSR48;DIATM_AUSEGRAG[n/ml][NVT][OW];Aulacoseira granulata var. angustissima[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Cosmarium angulosum var. concinnum [1];;FYTPT;HDSR485;FYTPT_COMAANCN[n/ml][NVT][OW];Cosmarium angulosum var. concinnum [1][n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Cosmarium punctulatum var. subpunctulatum [1];;FYTPT;HDSR488;FYTPT_COMAPUSB[n/ml][NVT][OW];Cosmarium punctulatum var. subpunctulatum [1][n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Cosmarium regnellii var. kerguelense;;FYTPT;HDSR489;FYTPT_COMAREKE[n/ml][NVT][OW];Cosmarium regnellii var. kerguelense[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Cosmarium tenue;;FYTPT;HDSR491;FYTPT_COMATENU[n/ml][NVT][OW];Cosmarium tenue[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Cosmarium tinctum;;FYTPT;HDSR492;FYTPT_COMATINC[n/ml][NVT][OW];Cosmarium tinctum[n/ml][NVT][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Coelastrum astroideum;;FYTPT;HDSR493;FYTPT_CORUASTR[n/ml][LV-K][OW];Coelastrum astroideum[n/ml][LV-K][OW];n/ml;exemplaren per milliliter
AANTPVLME[n/ml];Coelastrum microporum;;FYTPT;HDSR496;FYTPT_CORUMIPO[n/ml][LV-K][OW];Coelastrum microporum[n/ml][LV-K][OW];n/ml;exemplaren per milliliter
AANTL[n];Coelastrum microporum;;FYTPT;HDSR497;FYTPT_CORUMIPO[n][LV-S][OW];Coelastrum microporum[n][LV-S][OW];n;exemplaren
AANTL[n];Coronastrum ellipsoideum;;FYTPT;HDSR499;FYTPT_COUMELLI[n][NVT][OW];Coronastrum ellipsoideum[n][NVT][OW];n;exemplaren
