fewsid;Code;Omschrijving;CASnummer;Groep;Id;Begin geldigheid;Eind geldigheid
1;1011DHcbmzpn;10,11-dihydroxycarbamazepine;3564-73-6;ChemischeStof;6373;12 juni 2020 00:00:00;1 januari 2100 00:00:00
2;1011cDolcarb;10,11-cisdiol carbamazepine;35079-97-1;ChemischeStof;6069;31 december 2019 00:00:00;1 januari 2100 00:00:00
3;1112T4ClC2a;1,1,1,2-tetrachloorethaan;630-20-6;ChemischeStof;3;8 juni 2011 00:00:00;1 januari 2100 00:00:00
4;111TClC2a;1,1,1-trichloorethaan;71-55-6;ChemischeStof;4;8 juni 2011 00:00:00;1 januari 2100 00:00:00
5;111TClTol;1,1,1-trichloortolueen;98-07-7;ChemischeStof;2800;28 januari 2014 00:00:00;1 januari 2100 00:00:00
6;1122T4ClC2a;1,1,2,2-tetrachloorethaan;79-34-5;ChemischeStof;5;8 juni 2011 00:00:00;1 januari 2100 00:00:00
7;112TClC2a;1,1,2-trichloorethaan;79-00-5;ChemischeStof;6;8 juni 2011 00:00:00;1 januari 2100 00:00:00
8;112TClC3a;1,1,2-trichloorpropaan;598-77-6;ChemischeStof;2801;28 januari 2014 00:00:00;1 januari 2100 00:00:00
9;11ClPF3OUdS;11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur;763051-92-9;ChemischeStof;6045;27 september 2019 00:00:00;1 januari 2100 00:00:00
10;11DBrC2a;1,1-dibroomethaan;557-91-5;ChemischeStof;2802;28 januari 2014 00:00:00;1 januari 2100 00:00:00
11;11DC1yC2y2C1;1,1-dimethylethyl-2-methoxyfenol;53894-31-8;ChemischeStof;4941;21 januari 2014 00:00:00;1 januari 2100 00:00:00
12;11DC1yhdzne;1,1-dimethylhydrazine;57-14-7;ChemischeStof;2803;28 januari 2014 00:00:00;1 januari 2100 00:00:00
13;11DClC2a;1,1-dichloorethaan;75-34-3;ChemischeStof;8;8 juni 2011 00:00:00;1 januari 2100 00:00:00
14;11DClC2e;1,1-dichlooretheen;75-35-4;ChemischeStof;9;8 juni 2011 00:00:00;1 januari 2100 00:00:00
15;11DClC3a;1,1-dichloorpropaan;78-99-9;ChemischeStof;10;8 juni 2011 00:00:00;1 januari 2100 00:00:00
16;11DClC3e;1,1-dichloorpropeen;563-58-6;ChemischeStof;2066;8 juni 2011 00:00:00;1 januari 2100 00:00:00
17;11n9cbxd9THC;11-nor-9-carboxy-delta-9-tetrahydrocannabinol;56354-06-4;ChemischeStof;5115;9 augustus 2014 00:00:00;1 januari 2100 00:00:00
18;122TClC3a;1,2,2-trichloorpropaan;3175-23-3;ChemischeStof;2804;28 januari 2014 00:00:00;1 januari 2100 00:00:00
19;123456Hxtpne;1,2,3,4,5,6-hexathiepane;17233-71-5;ChemischeStof;5560;9 februari 2016 00:00:00;1 januari 2100 00:00:00
20;1234577HpClb;1,2,3,4,5,7,7-heptachloor-bicyclo(2.2.1)-2-hepteen;2440-02-0;ChemischeStof;5333;15 augustus 2015 00:00:00;1 januari 2100 00:00:00
21;1234T4C1yBen;1,2,3,4-tetramethylbenzeen;488-23-3;ChemischeStof;2805;28 januari 2014 00:00:00;1 januari 2100 00:00:00
22;1234T4ClBen;1,2,3,4-tetrachloorbenzeen;634-66-2;ChemischeStof;16;8 juni 2011 00:00:00;1 januari 2100 00:00:00
23;1234T4H116TC;1,2,3,4-tetrahydro-1,1,6-trimethylnafthaleen;475-03-6;ChemischeStof;6338;1 april 2020 00:00:00;1 januari 2100 00:00:00
24;1234T4HNaf;1,2,3,4-tetrahydronaftaleen;119-64-2;ChemischeStof;1547;8 juni 2011 00:00:00;1 januari 2100 00:00:00
25;1235T4C1yBen;1,2,3,5-tetramethylbenzeen;527-53-7;ChemischeStof;19;8 juni 2011 00:00:00;1 januari 2100 00:00:00
26;1235T4Cl46DC;1,2,3,5-tetrachloor-4,6-dimethylbenzeen;877-09-8;ChemischeStof;5207;31 januari 2015 00:00:00;1 januari 2100 00:00:00
27;1235T4ClBen;1,2,3,5-tetrachloorbenzeen;634-90-2;ChemischeStof;18;8 juni 2011 00:00:00;1 januari 2100 00:00:00
28;123TC1yBen;1,2,3-trimethylbenzeen;526-73-8;ChemischeStof;29;8 juni 2011 00:00:00;1 januari 2100 00:00:00
29;123TClBen;1,2,3-trichloorbenzeen;87-61-6;ChemischeStof;26;8 juni 2011 00:00:00;1 januari 2100 00:00:00
30;123TClC3a;1,2,3-trichloorpropaan;96-18-4;ChemischeStof;27;8 juni 2011 00:00:00;1 januari 2100 00:00:00
31;123TClC3e;1,2,3-trichloorpropeen;96-19-5;ChemischeStof;28;6 juli 2013 00:00:00;1 januari 2100 00:00:00
32;123benztazl;1,2,3-benzotriazool;95-14-7;ChemischeStof;2806;28 januari 2014 00:00:00;1 januari 2100 00:00:00
33;1245T4C1yBen;1,2,4,5-tetramethylbenzeen;95-93-2;ChemischeStof;31;8 juni 2011 00:00:00;1 januari 2100 00:00:00
34;1245T4ClBen;1,2,4,5-tetrachloorbenzeen;95-94-3;ChemischeStof;30;8 juni 2011 00:00:00;1 januari 2100 00:00:00
35;124DC1yFyC2o;1- (2,4-dimethylfenyl) ethanon;89-74-7;ChemischeStof;6479;9 oktober 2020 00:00:00;1 januari 2100 00:00:00
36;124TC1yBen;1,2,4-trimethylbenzeen;95-63-6;ChemischeStof;33;8 juni 2011 00:00:00;1 januari 2100 00:00:00
37;124TClBen;1,2,4-trichloorbenzeen;120-82-1;ChemischeStof;32;8 juni 2011 00:00:00;1 januari 2100 00:00:00
38;124Tazl;1,2,4-triazool;288-88-0;ChemischeStof;6435;26 juni 2020 00:00:00;1 januari 2100 00:00:00
39;12BenDAeDHCl;1,2-benzeendiamine dihydrochloride;615-28-1;ChemischeStof;2807;28 januari 2014 00:00:00;1 januari 2100 00:00:00
40;12C1oxC3ox2C;1-(2-methoxypropoxy)-2-propanol;13429-07-7;ChemischeStof;6275;1 april 2020 00:00:00;1 januari 2100 00:00:00
41;12C3yegcl;1,2-propyleenglycol;57-55-6;ChemischeStof;1435;28 januari 2014 00:00:00;1 januari 2100 00:00:00
42;12C4oxC2oxC2;1-(2-butoxyethoxy)-ethanol;54446-78-5;ChemischeStof;2808;28 januari 2014 00:00:00;1 januari 2100 00:00:00
43;12C4yeO;1,2-butyleenoxide;106-88-7;ChemischeStof;2809;28 januari 2014 00:00:00;1 januari 2100 00:00:00
44;12DAoBen;1,2-diaminobenzeen;95-54-5;ChemischeStof;2810;28 januari 2014 00:00:00;1 januari 2100 00:00:00
45;12DBr24DCNC4;1,2-dibroom-2,4-dicyanobutaan;35691-65-7;ChemischeStof;2811;28 januari 2014 00:00:00;1 januari 2100 00:00:00
46;12DBr3ClC3a;1,2-dibroom-3-chloorpropaan;96-12-8;ChemischeStof;34;8 juni 2011 00:00:00;1 januari 2100 00:00:00
47;12DBrC2a;1,2-dibroomethaan;106-93-4;ChemischeStof;1724;8 juni 2011 00:00:00;1 januari 2100 00:00:00
48;12DC1oxC2a;1,2-dimethoxyethaan;110-71-4;ChemischeStof;6434;17 juni 2020 00:00:00;1 januari 2100 00:00:00
49;12DC1oxC3a;1,2-dimethoxypropaan;7778-85-0;ChemischeStof;6356;1 april 2020 00:00:00;1 januari 2100 00:00:00
50;12DC1y4C2yBe;1,2-dimethyl-4-ethylbenzeen;934-80-5;ChemischeStof;2812;28 januari 2014 00:00:00;1 januari 2100 00:00:00
51;12DC2oxC2a;1,2-diethoxyethaan (diethylglycol);629-14-1;ChemischeStof;1710;6 juli 2013 00:00:00;1 januari 2100 00:00:00
52;12DC2yBen;1,2-diethylbenzeen;135-01-3;ChemischeStof;5338;6 augustus 2015 00:00:00;1 januari 2100 00:00:00
53;12DC3yDazrdn;1,2-dipropyldiaziridine;6794-92-9;ChemischeStof;6348;1 april 2020 00:00:00;1 januari 2100 00:00:00
54;12DClBen;1,2-dichloorbenzeen;95-50-1;ChemischeStof;35;8 juni 2011 00:00:00;1 januari 2100 00:00:00
55;12DClC2a;1,2-dichloorethaan;107-06-2;ChemischeStof;36;8 juni 2011 00:00:00;1 januari 2100 00:00:00
56;12DClC2e;1,2-dichlooretheen;540-59-0;ChemischeStof;37;28 januari 2014 00:00:00;1 januari 2100 00:00:00
57;12DClC3a;1,2-dichloorpropaan;78-87-5;ChemischeStof;38;8 juni 2011 00:00:00;1 januari 2100 00:00:00
58;12DClC3e;1,2-dichloorpropeen;563-54-2;ChemischeStof;39;6 juli 2013 00:00:00;1 januari 2100 00:00:00
59;12DFyhdzne;1,2-difenylhydrazine;122-66-7;ChemischeStof;2813;28 januari 2014 00:00:00;1 januari 2100 00:00:00
60;12DH224TC1yq;1,2-dihydro-2,2,4-trimethylquinoline;147-47-7;ChemischeStof;6304;1 april 2020 00:00:00;1 januari 2100 00:00:00
61;12DHOxBen;1,2-dihydroxybenzeen;120-80-9;ChemischeStof;466;8 juni 2011 00:00:00;1 januari 2100 00:00:00
62;12DNO2Ben;1,2-dinitrobenzeen;528-29-0;ChemischeStof;2814;28 januari 2014 00:00:00;1 januari 2100 00:00:00
63;12benztaz3o;1,2-benzothiazool-3-on;2634-33-5;ChemischeStof;6118;13 maart 2020 00:00:00;1 januari 2100 00:00:00
64;12ccC6aDol;1,2-cyclohexaandiol;931-17-9;ChemischeStof;6362;1 april 2020 00:00:00;1 januari 2100 00:00:00
65;12epOx3C1yC4;1,2-epoxy-3-methylbutaan;1438-14-8;ChemischeStof;6302;1 april 2020 00:00:00;1 januari 2100 00:00:00
66;12epOx4C1yC6;1,2-epoxy-4-methylhexaan;53229-42-8;ChemischeStof;6340;1 april 2020 00:00:00;1 januari 2100 00:00:00
67;12epOxC2yBen;1,2-epoxyethylbenzeen;96-09-3;ChemischeStof;2815;28 januari 2014 00:00:00;1 januari 2100 00:00:00
68;12xyln;1,2-xyleen;95-47-6;ChemischeStof;1341;8 juni 2011 00:00:00;1 januari 2100 00:00:00
69;133TC1yoidl;1,3,3-trimethyloxindol;20200-86-6;ChemischeStof;2816;28 januari 2014 00:00:00;1 januari 2100 00:00:00
70;134DClFy3C1y;1-(3,4-dichloorfenyl)-3-methylureum;3567-62-2;ChemischeStof;2817;28 januari 2014 00:00:00;1 januari 2100 00:00:00
71;134DClFyurum;1-(3,4-dichloorfenyl)ureum;8-2-2327;ChemischeStof;2818;28 januari 2014 00:00:00;1 januari 2100 00:00:00
72;135TBr223DBr;1,3,5-tribroom-2-(2,3-dibroom-2-methylpropoxy)benzeen;36065-30-2;ChemischeStof;5193;31 januari 2015 00:00:00;1 januari 2100 00:00:00
73;135TC1yBen;1,3,5-trimethylbenzeen;108-67-8;ChemischeStof;45;8 juni 2011 00:00:00;1 januari 2100 00:00:00
74;135TC1yccC6a;1,3,5-trimethylcyclohexaan;1839-63-0;ChemischeStof;6316;1 april 2020 00:00:00;1 januari 2100 00:00:00
75;135TCl246TC1;1,3,5-trichloor-2,4,6-trimethylbenzeen;5324-68-5;ChemischeStof;5208;31 januari 2015 00:00:00;1 januari 2100 00:00:00
76;135TClBen;1,3,5-trichloorbenzeen;108-70-3;ChemischeStof;44;8 juni 2011 00:00:00;1 januari 2100 00:00:00
77;135TNO2Ben;1,3,5-trinitrobenzeen;99-35-4;ChemischeStof;2403;6 juli 2013 00:00:00;1 januari 2100 00:00:00
78;135Talicaurt;1,3,5-triallylisocyanuraat;1025-15-6;ChemischeStof;5109;29 mei 2014 00:00:00;1 januari 2100 00:00:00
79;135Tazn246TA;1,3,5-Triazine-2,4,6-triamine (Melamine);108-78-1;ChemischeStof;5826;13 september 2017 00:00:00;1 januari 2100 00:00:00
80;135TiC3yBen;1,3,5-triisopropylbenzeen;717-74-8;ChemischeStof;6264;13 maart 2020 00:00:00;1 januari 2100 00:00:00
81;13C3yeDAeT4H;1,3-propyleendiaminetatraazijnzuur;1939-36-2;ChemischeStof;2820;28 januari 2014 00:00:00;1 januari 2100 00:00:00
82;13ClFypprzne;1-(3-Chloorfenyl)piperazine;6640-24-0;ChemischeStof;6409;12 juni 2020 00:00:00;1 januari 2100 00:00:00
83;13Clal357Taz;1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride;4080-31-3;ChemischeStof;2821;28 januari 2014 00:00:00;1 januari 2100 00:00:00
84;13DAoBen;1,3-diaminobenzeen;108-45-2;ChemischeStof;2823;28 januari 2014 00:00:00;1 januari 2100 00:00:00
85;13DC2y13Dfyu;1,3-diethyl-1,3-difenylureum;85-98-3;ChemischeStof;6120;20 maart 2020 00:00:00;1 januari 2100 00:00:00
86;13DC2yBen;1,3-diethylbenzeen;141-93-5;ChemischeStof;5260;7 februari 2015 00:00:00;1 januari 2100 00:00:00
87;13DCl2C3ol;1,3-dichloor-2-propanol;96-23-1;ChemischeStof;2260;28 januari 2014 00:00:00;1 januari 2100 00:00:00
88;13DCl5NO2Ben;1,3-dichloor-5-nitrobenzeen;618-62-2;ChemischeStof;187;8 juni 2011 00:00:00;1 januari 2100 00:00:00
89;13DClBen;1,3-dichloorbenzeen;541-73-1;ChemischeStof;47;8 juni 2011 00:00:00;1 januari 2100 00:00:00
90;13DClC3a;1,3-dichloorpropaan;142-28-9;ChemischeStof;48;8 juni 2011 00:00:00;1 januari 2100 00:00:00
91;13DClC3e;1,3-dichloorpropeen;542-75-6;ChemischeStof;49;8 juni 2011 00:00:00;1 januari 2100 00:00:00
92;13DFygandne;1,3-difenylguanidine;102-06-7;ChemischeStof;5258;7 februari 2015 00:00:00;1 januari 2100 00:00:00
93;13DHOxBen;1,3-dihydroxybenzeen;108-46-3;ChemischeStof;1460;8 juni 2011 00:00:00;1 januari 2100 00:00:00
94;13DNO2Ben;1,3-dinitrobenzeen;99-65-0;ChemischeStof;2825;28 januari 2014 00:00:00;1 januari 2100 00:00:00
95;13DOxan;1,3-dioxaan;505-22-6;ChemischeStof;2826;28 januari 2014 00:00:00;1 januari 2100 00:00:00
96;13DactBen;1,3-diacetylbenzeen;6781-42-6;ChemischeStof;2822;28 januari 2014 00:00:00;1 januari 2100 00:00:00
97;13DccC6yurum;1,3-dicyclohexylureum;2387-23-7;ChemischeStof;6119;13 maart 2020 00:00:00;1 januari 2100 00:00:00
98;13DiC3yeBen;1,3-di-isopropylbenzeen;99-62-7;ChemischeStof;2824;28 januari 2014 00:00:00;1 januari 2100 00:00:00
99;13benztaz2sf;1,3-benzothiazool-2-sulfonzuur;941-57-1;ChemischeStof;6019;1 februari 2019 00:00:00;1 januari 2100 00:00:00
100;13butDen;1,3-butadieen;106-99-0;ChemischeStof;2819;28 januari 2014 00:00:00;1 januari 2100 00:00:00
101;13xyln;1,3-xyleen;108-38-3;ChemischeStof;1147;8 juni 2011 00:00:00;1 januari 2100 00:00:00
102;1458T4Ao910a;1,4,5,8-tetraamino-9,10-anthrachinon;2475-45-8;ChemischeStof;5825;12 juli 2017 00:00:00;1 januari 2100 00:00:00
103;14C4aDAe;1,4-butaandiamine;110-60-1;ChemischeStof;2827;28 januari 2014 00:00:00;1 januari 2100 00:00:00
104;14C4aDoDgcdE;1,4-butaandioldiglycidylether;2425-79-8;ChemischeStof;2828;28 januari 2014 00:00:00;1 januari 2100 00:00:00
105;14C4aDol;1,4-butaandiol;110-63-4;ChemischeStof;53;28 januari 2014 00:00:00;1 januari 2100 00:00:00
106;14ClFyurum;1-(4-chloorfenyl)ureum;140-38-5;ChemischeStof;4942;21 januari 2014 00:00:00;1 januari 2100 00:00:00
107;14DAoBen;1,4-diaminobenzeen;106-50-3;ChemischeStof;2830;28 januari 2014 00:00:00;1 januari 2100 00:00:00
108;14DAoBenDHCl;1,4-diaminobenzeen dihydrochloride;624-18-0;ChemischeStof;2831;28 januari 2014 00:00:00;1 januari 2100 00:00:00
109;14DC1ox2356T;1,4-dimethoxy-2,3,5,6-tetramethylbenzeen;13199-54-7;ChemischeStof;2832;28 januari 2014 00:00:00;1 januari 2100 00:00:00
110;14DC1oxBen;1,4-dimethoxybenzeen;150-78-7;ChemischeStof;2833;28 januari 2014 00:00:00;1 januari 2100 00:00:00
111;14DC1y25DiC3;1,4-dimethyl-2,5-diisopropylbenzeen;10375-96-9;ChemischeStof;2834;28 januari 2014 00:00:00;1 januari 2100 00:00:00
112;14DC1yNaf;1,4-dimethylnaftaleen;571-58-4;ChemischeStof;6272;17 maart 2020 00:00:00;1 januari 2100 00:00:00
113;14DC2oxBen;1,4-diethoxybenzeen;122-95-2;ChemischeStof;2835;28 januari 2014 00:00:00;1 januari 2100 00:00:00
114;14DC2yBen;1,4-diethylbenzeen;105-05-5;ChemischeStof;5261;7 februari 2015 00:00:00;1 januari 2100 00:00:00
115;14DC4oxBen;1,4-dibutoxybenzeen;104-36-9;ChemischeStof;2836;28 januari 2014 00:00:00;1 januari 2100 00:00:00
116;14DCl2C4e;1,4-dichloor-2-buteen;764-41-0;ChemischeStof;2837;28 januari 2014 00:00:00;1 januari 2100 00:00:00
117;14DClBen;1,4-dichloorbenzeen;106-46-7;ChemischeStof;54;8 juni 2011 00:00:00;1 januari 2100 00:00:00
118;14DClC4a;1,4-dichloorbutaan;110-56-5;ChemischeStof;2838;28 januari 2014 00:00:00;1 januari 2100 00:00:00
119;14DHOxBen;1,4-dihydroxybenzeen;123-31-9;ChemischeStof;875;28 januari 2014 00:00:00;1 januari 2100 00:00:00
120;14DNO2Ben;1,4-dinitrobenzeen;100-25-4;ChemischeStof;2840;28 januari 2014 00:00:00;1 januari 2100 00:00:00
121;14DOxan;1,4-dioxaan;123-91-1;ChemischeStof;2841;28 januari 2014 00:00:00;1 januari 2100 00:00:00
122;14DactBen;1,4-diacetylbenzeen;1009-61-6;ChemischeStof;2829;28 januari 2014 00:00:00;1 januari 2100 00:00:00
123;14DiC3yeBen;1,4-di-isopropylbenzeen;100-18-5;ChemischeStof;2839;28 januari 2014 00:00:00;1 januari 2100 00:00:00
124;14iC3yFy3C1y;1-(4-isopropylfenyl)-3-methylureum;34123-57-4;ChemischeStof;4943;21 januari 2014 00:00:00;1 januari 2100 00:00:00
125;14iC3yFyurum;1-(4-isopropylfenyl)ureum;56046-17-4;ChemischeStof;4944;21 januari 2014 00:00:00;1 januari 2100 00:00:00
126;14xyln;1,4-xyleen;106-42-3;ChemischeStof;1362;8 juni 2011 00:00:00;1 januari 2100 00:00:00
127;159ccddcten;1,5,9-cyclododecatrieen;4904-61-4;ChemischeStof;5204;31 januari 2015 00:00:00;1 januari 2100 00:00:00
128;15C5aDAe;1,5-pentaandiamine;462-94-2;ChemischeStof;2842;28 januari 2014 00:00:00;1 januari 2100 00:00:00
129;16DC1yNaf;1,6-dimethylnaftaleen;575-43-9;ChemischeStof;2843;28 januari 2014 00:00:00;1 januari 2100 00:00:00
130;16DOxccC12a7;1,6-dioxacyclododecaan-7,12-dion;777-95-7;ChemischeStof;6478;9 september 2020 00:00:00;1 januari 2100 00:00:00
131;17DC1yxtne;1,7-dimethylxanthine;611-59-6;ChemischeStof;6254;13 maart 2020 00:00:00;1 januari 2100 00:00:00
132;17aestDol;17alpha-estradiol;57-91-0;ChemischeStof;2312;8 juni 2011 00:00:00;1 januari 2100 00:00:00
133;17bestDol;17beta-estradiol;50-28-2;ChemischeStof;2314;28 augustus 2011 00:00:00;1 januari 2100 00:00:00
134;17naftrdne;1,7-naftyridine;253-69-0;ChemischeStof;2845;28 januari 2014 00:00:00;1 januari 2100 00:00:00
135;18DazccC14a2;1,8-diazacyclotetradecaan-2,9-dion;56403-09-9;ChemischeStof;6250;13 maart 2020 00:00:00;1 januari 2100 00:00:00
136;18TazccC21a2;1,8,15-triazacycloheneicosaan-2,9,16-trion;56403-08-8;ChemischeStof;6251;13 maart 2020 00:00:00;1 januari 2100 00:00:00
137;18cinole;1,8-cineole;470-82-6;ChemischeStof;2846;28 januari 2014 00:00:00;1 januari 2100 00:00:00
138;1Ao2C1yatqnn;1-amino-2-methylanthraquinon;82-28-0;ChemischeStof;2847;28 januari 2014 00:00:00;1 januari 2100 00:00:00
139;1AoC10a;1-aminodecaan;2016-57-1;ChemischeStof;1815;8 juni 2011 00:00:00;1 januari 2100 00:00:00
140;1AoC3a;1-aminopropaan;107-10-8;ChemischeStof;5589;30 juni 2016 00:00:00;1 januari 2100 00:00:00
141;1AoC4a;1-aminobutaan;109-73-9;ChemischeStof;414;8 juni 2011 00:00:00;1 januari 2100 00:00:00
142;1AoC8a;1-aminooctaan;111-86-4;ChemischeStof;1950;28 januari 2014 00:00:00;1 januari 2100 00:00:00
143;1AoNaf;1-aminonaftaleen;134-32-7;ChemischeStof;2404;8 juni 2011 00:00:00;1 januari 2100 00:00:00
144;1Br3ClC3a;1-broom-3-chloorpropaan;109-70-6;ChemischeStof;6166;13 maart 2020 00:00:00;1 januari 2100 00:00:00
145;1C10e;1-deceen;872-05-9;ChemischeStof;5756;24 januari 2017 00:00:00;1 januari 2100 00:00:00
146;1C10ol;1-decanol;112-30-1;ChemischeStof;5752;24 januari 2017 00:00:00;1 januari 2100 00:00:00
147;1C11e;1-undeceen;821-95-4;ChemischeStof;6357;1 april 2020 00:00:00;1 januari 2100 00:00:00
148;1C12yprdnCl;1-dodecylpyridinium chloride;104-74-5;ChemischeStof;6466;4 september 2020 00:00:00;1 januari 2100 00:00:00
149;1C14ol;1-tetradecanol;112-72-1;ChemischeStof;6296;1 april 2020 00:00:00;1 januari 2100 00:00:00
150;1C16e;1-hexadeceen;629-73-2;ChemischeStof;4945;21 januari 2014 00:00:00;1 januari 2100 00:00:00
151;1C16ol;1-hexadecanol;36653-82-4;ChemischeStof;2849;28 januari 2014 00:00:00;1 januari 2100 00:00:00
152;1C16yprdnClH;1-hexadecylpyridinium chloride monohydraat;6004-24-6;ChemischeStof;6467;4 september 2020 00:00:00;1 januari 2100 00:00:00
153;1C1oxC3ol;1-methoxy-2-propanol;107-98-2;ChemischeStof;65;6 juli 2013 00:00:00;1 januari 2100 00:00:00
154;1C1oxC4a;1-methoxybutaan;628-28-4;ChemischeStof;2850;28 januari 2014 00:00:00;1 januari 2100 00:00:00
155;1C1y2C3yBen;1-methyl-2-propylbenzeen;1074-17-5;ChemischeStof;2851;28 januari 2014 00:00:00;1 januari 2100 00:00:00
156;1C1y2prldnn;1-methyl-2-pyrrolidinon;872-50-4;ChemischeStof;67;8 juni 2011 00:00:00;1 januari 2100 00:00:00
157;1C1yC12yBen;1-methyldodecylbenzeen;4534-53-6;ChemischeStof;2852;28 januari 2014 00:00:00;1 januari 2100 00:00:00
158;1C1yNaf;1-methylnaftaleen;90-12-0;ChemischeStof;68;8 juni 2011 00:00:00;1 januari 2100 00:00:00
159;1C25e;1-pentacoseen;16980-85-1;ChemischeStof;6309;1 april 2020 00:00:00;1 januari 2100 00:00:00
160;1C2ox2C3ol;1-ethoxy-2-propanol;1569-02-4;ChemischeStof;64;8 juni 2011 00:00:00;1 januari 2100 00:00:00
161;1C2y1NO2sura;1-ethyl-1-nitrosourea;759-73-9;ChemischeStof;2853;28 januari 2014 00:00:00;1 januari 2100 00:00:00
162;1C2yC10yBen;(1-ethyldecyl)-benzeen;2400-00-2;ChemischeStof;4946;21 januari 2014 00:00:00;1 januari 2100 00:00:00
163;1C2yC9yBen;(1-ethylnonyl)-benzeen;4536-87-2;ChemischeStof;4947;21 januari 2014 00:00:00;1 januari 2100 00:00:00
164;1C2yNaf;1-ethylnaftaleen;1127-76-0;ChemischeStof;6142;13 maart 2020 00:00:00;1 januari 2100 00:00:00
165;1C2yididn;1-ethylideenindeen;2471-83-2;ChemischeStof;2854;28 januari 2014 00:00:00;1 januari 2100 00:00:00
166;1C3atol;1-propaanthiol;107-03-9;ChemischeStof;5140;16 oktober 2014 00:00:00;1 januari 2100 00:00:00
167;1C3e;1-propeen;115-07-1;ChemischeStof;2855;28 januari 2014 00:00:00;1 januari 2100 00:00:00
168;1C3ol2ClPO4;1-propanol-2-chloorfosfaat;6145-73-9;ChemischeStof;2856;28 januari 2014 00:00:00;1 januari 2100 00:00:00
169;1C3yBen;1-propylbenzeen;103-65-1;ChemischeStof;1434;8 juni 2011 00:00:00;1 januari 2100 00:00:00
170;1C3yC9yBen;(1-propylnonyl)-benzeen;2719-64-4;ChemischeStof;4948;21 januari 2014 00:00:00;1 januari 2100 00:00:00
171;1C4atol;1-butaanthiol;109-79-5;ChemischeStof;5142;16 oktober 2014 00:00:00;1 januari 2100 00:00:00
172;1C4ox2C3ol;1-butoxy-2-propanol;5131-66-8;ChemischeStof;6284;1 april 2020 00:00:00;1 januari 2100 00:00:00
173;1C4yC7yBen;1-(butylheptyl)-benzeen;4537-15-9;ChemischeStof;2857;28 januari 2014 00:00:00;1 januari 2100 00:00:00
174;1C4yC8yBen;(1-butyloctyl)-benzeen;2719-63-3;ChemischeStof;4949;21 januari 2014 00:00:00;1 januari 2100 00:00:00
175;1C5atol;1-pentaanthiol;110-66-7;ChemischeStof;5146;13 november 2014 00:00:00;1 januari 2100 00:00:00
176;1C5yC8yBen;1-(pentyloctyl)-benzeen;4534-49-0;ChemischeStof;2858;28 januari 2014 00:00:00;1 januari 2100 00:00:00
177;1C6Ol;1-hexanol;111-27-3;ChemischeStof;1728;6 juli 2013 00:00:00;1 januari 2100 00:00:00
178;1C7al;1-heptanal;111-71-7;ChemischeStof;858;8 juni 2011 00:00:00;1 januari 2100 00:00:00
179;1C7e;1-hepteen;592-76-7;ChemischeStof;5757;24 januari 2017 00:00:00;1 januari 2100 00:00:00
180;1C7y2C1yccC3;1-heptyl-2-methyl-cyclopropaan;74663-91-5;ChemischeStof;2859;28 januari 2014 00:00:00;1 januari 2100 00:00:00
181;1C8e;1-octeen;111-66-0;ChemischeStof;5567;25 februari 2016 00:00:00;1 januari 2100 00:00:00
182;1C8ol;1-octanol;111-87-5;ChemischeStof;71;8 juni 2011 00:00:00;1 januari 2100 00:00:00
183;1C9e;1-noneen;124-11-8;ChemischeStof;5566;25 februari 2016 00:00:00;1 januari 2100 00:00:00
184;1C9ol;1-nonanol;143-08-8;ChemischeStof;5753;24 januari 2017 00:00:00;1 januari 2100 00:00:00
185;1Cl24DNO2Ben;1-chloor-2,4-dinitrobenzeen;97-00-7;ChemischeStof;2860;28 januari 2014 00:00:00;1 januari 2100 00:00:00
186;1Cl2NO2Ben;1-chloor-2-nitrobenzeen;88-73-3;ChemischeStof;59;8 juni 2011 00:00:00;1 januari 2100 00:00:00
187;1Cl3NO2Ben;1-chloor-3-nitrobenzeen;121-73-3;ChemischeStof;60;8 juni 2011 00:00:00;1 januari 2100 00:00:00
188;1Cl4C1ysfnBe;1-chloor-4-(methylsulfonyl)benzeen;98-57-7;ChemischeStof;6366;1 april 2020 00:00:00;1 januari 2100 00:00:00
189;1Cl4NO2Ben;1-chloor-4-nitrobenzeen;100-00-5;ChemischeStof;61;8 juni 2011 00:00:00;1 januari 2100 00:00:00
190;1ClC16a;1-chloorhexadecaan;1-3-4860;ChemischeStof;2862;28 januari 2014 00:00:00;1 januari 2100 00:00:00
191;1ClC3a;1-chloorpropaan;540-54-5;ChemischeStof;2863;28 januari 2014 00:00:00;1 januari 2100 00:00:00
192;1ClC4a;1-chloorbutaan;109-69-3;ChemischeStof;5951;30 mei 2018 00:00:00;1 januari 2100 00:00:00
193;1ClC5a;1-chloorpentaan;543-59-9;ChemischeStof;6167;13 maart 2020 00:00:00;1 januari 2100 00:00:00
194;1ClNaf;1-chloornaftaleen;90-13-1;ChemischeStof;62;8 juni 2011 00:00:00;1 januari 2100 00:00:00
195;1Fy1C5e3on;1-fenyl-1-penteen-3-on;3152-68-9;ChemischeStof;2864;28 januari 2014 00:00:00;1 januari 2100 00:00:00
196;1Fy2C2ol;1-fenyl-2-ethanol;60-12-8;ChemischeStof;765;8 juni 2011 00:00:00;1 januari 2100 00:00:00
